title,company,state,location,category,type,pay,description,sourceUrl
Kitchen hand required willing to train you to cook,Employer (see description),NSW,NSW,hospitality,casual,,"Kitchen hand required for a restaurant in Leichhardt/five dock.
Duties are;
Helping chefs
Cleaning and closing the kitchen
Storing stock
Operating a dish washer
Light food prep work
Requirements
Must be available from 4:00pm till 10:30pm on Monday, Tuesday, Friday.
Must have at least 6 months experience in a similar role
Must be available 3/5 days per week
Good communication skills
Send your resume to accounts@jasmin1lebanesecuisine.com.au
Or just come in for a short trial to 116 Marion st Leichhardt at 4:00pm.",
looking for cleaner,Employer (see description),NSW,NSW,hospitality,casual,,"looking for cleaner in wallacia
7am to 10 am.
as well looking for kitchen hand
Friday Saturday and Sunday as well one more half shift.
only apply if U have car.
this place good for students who study cookery. we sponsor people aswell for long term worker.
0469423372. only apply if U have car. no car no job.",
Kitchen Hand: Monday-Friday 9am-5pm,Employer (see description),NSW,Sydney,hospitality,casual,,"Looking for someone who has experience in basic kitchen prep, cleaning, close up of cafe and basic BOH duties.
$32 an hour, paid 20min break, 1 free meal a day, free coffee and water all day.
We are located inside the University of Sydney, Monday-Friday. NO STUDENT VISAS, MUST SPEAK ENGLISH, NO CASH IN HAND.
Please ONLY CALL Rebecca on 0405477002 to organise a trial and start work ASAP.",
Cotton Picker Operators – Northern NSW,Staff 360,NSW,NSW,farm,casual,,"Cotton Picker Operators – Northern NSW
Staff 360 is seeking experienced Cotton Picker Operators for the upcoming cotton harvest in North West NSW.
Primary machinery includes:
John Deere CP690 Cotton Pickers
John Deere support equipment
Case IH Steiger & Quadtrac tractors
Modern GPS-guided precision systems
This is a quality operation running late-model gear and looking for capable operators who take pride in machinery and output.
Cotton Picker Operators To be eligible you must have:
Experience operating cotton pickers, headers or large-scale harvest machinery
Strong understanding of GPS guidance and precision farming systems
Ability to carry out daily servicing, maintenance and minor repairs
Solid mechanical aptitude and respect for high-value equipment
Operators with strong header/combine experience are encouraged to apply. Training on cotton pickers can be provided for the right candidate.
Tractor Drivers / Farmhands Experienced tractor operators are also required for:
Cereal and legume cropping programs
Earthworks and property development (buckets, dozers, excavators)
Self-propelled boom spraying
Large articulated tractors including Case IH Steiger & Quadtrac
Details
Northern NSW location
On-farm accommodation provided with food
Mid-March through to late May
Competitive hourly rates based on experience
How to Apply Please email your resume directly and clearly outline your agricultural machinery operating experience.
admin@staff360.com.au
Call on 07 3720 8504
Visit www.staff360.com.au",
Remote farm work,Employer (see description),NSW,Dubbo,farm,casual,,"Looking for staff to assist with a range of activities on property 150 k west of Dubbo Nsw.The position involves machinery,livestock,fence removal and construction.Experience is preferred but not essential but a can do attitude is a must.Couples are encouraged to apply with on farm accommodation available will need own transport.Please apply through gumtree
https://www.gumtree.com.au/web/listing/agronomy-farm-services/1341079732",https://www.gumtree.com.au/web/listing/agronomy-farm-services/1341079732
Fulltime Dairy Farm Hand,Mount View Dairies,NSW,NSW,farm,full_time,,"Mount View Dairies – Full Time Dairy Farm Employee
Mount View Dairies is seeking a reliable and motivated person to join our team. Our farm is literally a stone’s throw from the well-serviced town of Gloucester on the beautiful Mid North Coast of NSW.
We are aiming to grow to a 150 cow herd this season. We operate a pasture-based system with supplementary feeding in the dairy and on the feed pad. We take pride in running a tidy, well-organised dairy with excellent animal welfare, great milk quality and a calm working environment. We love our cows and focus heavily on their health, well being and genetics and we are looking for someone who will love them as much as we do.
This is an all-round role suited to someone who enjoys working with cows and takes pride in doing things properly. You will be working as part of a small, supportive farm team.
About the farm
• Located right on the edge of Gloucester on the NSW Mid North Coast
• Growing to a 150 cow herd this season
• Pasture-based system with feed pad and mixer wagon
• Focus on excellent cow health and milk quality
• Small, supportive team
• Well maintained facilities and equipment
Key tasks and responsibilities
• Milking cows
• Monitoring cow health and drafting cows when required
• Calf rearing
• Feeding silage using a mixer wagon
• Strip grazing
• Irrigation
• Fencing, water and general farm maintenance
• General tractor paddock work such as slashing and mulching
What we are looking for
• Reliable with a strong work ethic
• Good stock sense and calm animal handling
• Able to work independently and follow farm systems
• Attention to detail
• Positive attitude and willingness to learn
Previous dairy experience is preferred but not essential.
Traineeships will also be considered for the right candidate.
This is a long-term permanent position and is not suitable for backpackers at this time.
Conditions
• Wages paid under the Pastoral Award depending on experience and qualifications
• Accommodation may be available for the right applicant
• 10 day fortnight roster with every second weekend off
• Mixture of morning and/or afternoon milkings
Start date: April 2026
The role would suit someone who enjoys working with animals, takes pride in doing things properly, and wants to be part of a well-run farm.
If you think this could be you, please send your resume and a short expression of interest to:
adam.forbes1991@gmail.com",
Berry Harvest Pickers and Packers,NSW Northern Rivers based berry farm,NSW,Lismore,farm,casual,,"About the Role
NSW Northern Rivers based berry farm is seeking Harvest Picker and Packer workers to join their team in Lindendale NSW. The position is located 10 minutes from the CBD of Lismore and 30 minutes from beautiful Far North Coast beaches.
This is a physically demanding role requiring a highly motivated, adaptable person who is willing to work early mornings and weekend work where required.
Main Duties
• Picking blueberries, raspberries, and blackberries
• Packing blueberries, raspberries, and blackberries
• Sorting fruit to quality standards
• Maintaining a clean and safe work environment
• Following all WHS procedures on the farm
Required Aptitudes and Attributes
• Physically fit and capable of performing demanding manual tasks for extended periods
• Highly motivated and adaptable
• Willing to work early mornings and weekends where required
• Reliable and able to work consistently across the season
• Ability to follow instructions and work as part of a team
Skills and Experience
On-site training is provided. You will be trained in how to pick and pack the best quality fruit. No prior experience or formal qualifications are required.
Hours of work/pay/condition:
This role is a 6-month to 9-month hire (dependent on applications suitability) and a minimum of 30 hours per week, spread across weekdays and weekends.
Paid at a casual rate and piece rate, both in accordance with the Horticultural Award (2020) MA000028
You will be paid on the level of experience, as outlined in the classifications in the Award.
Due to the seasonal nature of this work, position start dates may vary between the months of March and September.
Please send applications through seek
https://www.seek.com.au/job/90803410?type=standard&ref=search-standalone#sol=7c91bb19243ff9e00df652fe85e195407e854c14
👍 1",https://www.seek.com.au/job/90803410?type=standard&ref=search-standalone#sol=7c91bb19243ff9e00df652fe85e195407e854c14
Raspberry Picker Wants,Employer (see description),NSW,NSW,farm,casual,,"Raspberry Picking Job | 2nd & 3rd Visa Eligible | Accommodation Available | No Experience Required
🍓 Raspberry pickers needed (10 positions)
📍 Kempsey NSW
• Experience preferred
• Farm entering high season
• Accommodation & transport available
• You may arrange your own if preferred
• 2nd & 3rd Visa Eligible
Feel free to contact me for more information
Un commentaire
Pas de nom
Nouveau
17 mars
Hi. I’m interested in this position. How can I contact you?
Thank you.",
Casual Gardener Required,Employer (see description),NSW,NSW,other,casual,,"Experienced and skilled person required to assist with Garden maintenance work in the Eastern Suburbs Area.
Experienced persons need only apply .
Please contact
Alan
Aurora Gardens
0407403770",
Part-Time Gardener / Lawn Maintenance Technician,We Offer,NSW,Sydney,farm,part_time,,"Sydney All Property Care – Sydney NSW
Sydney All Property Care is a growing property maintenance company providing professional lawn care, gardening, and outdoor maintenance services across Sydney. We are looking for a reliable and hardworking Part-Time Gardener to join our team.
This role is ideal for someone who enjoys working outdoors, takes pride in quality work, and has experience in garden and lawn maintenance.
Key Responsibilities
• Mowing multiple lawns per day
• Edging lawns and maintaining clean garden borders
• Hedge trimming and pruning plants
• Blowing leaves and general garden clean-ups
• Weed control and spraying when required
• Removal of green waste and rubbish
• Basic garden maintenance and plant care
• Safe use and maintenance of gardening equipment including:
– Push mowers
– Zero-turn ride-on mowers
– Whipper snippers
– Blowers
– Hedge trimmers and edging tools
Additional Duties
• Loading and unloading tools and equipment safely
• Maintaining company vehicles and refuelling when required
• Reporting any issues at client properties
• Following safety procedures and Safe Work Method Statements (SWMS)
• Assisting with general property maintenance when needed
Requirements
• Gardening or lawn maintenance experience preferred
• Ability to work independently and as part of a team
• Physically fit and comfortable working outdoors
• Attention to detail and pride in work quality
• Valid driver’s licence preferred
• Reliable and punctual
What We Offer
• Flexible part-time hours
• Friendly and supportive team
• Opportunity for more hours and long-term work
• Work across a variety of residential and commercial properties
How to Apply
Send your resume or a short description of your experience to:
📧 Info@allpropertycare.com
📞 0486 111 888
Sydney All Property Care
Professional Property Maintenance Services",
We are hiring kitchen hand,Employer (see description),NSW,NSW,hospitality,casual,,We're looking for a Kitchen Hand Good with the knife good cleaner happy to learn speaks good English must have experience start from 12 pm to 930 pm at night minimum three days work message izac on ((((WhatsApp only 0414884600))),
Cleaners wanted $28-$30 per hour Must have ABN,our cleaning,NSW,NSW,cleaning,casual,$28-$30 per hour,"Looking for genuine hardworking cleaners to join our cleaning team. Must be punctual, have general experience in strata and property cleaning, ABN preferable but not necessary.
Duties include:
- vacuuming
- mopping
- glass cleaning
- dusting
- pick up loose pieces of rubbish
- scrub and clean toilets/showers mould removal duties
- follow instruction and have attention to detail.
If you are interested send your resume to admin@urbanfacilities.net alternately TEXT me on 0402999221. If you do not answer or respond within 24 hours you will not be considered. Serious inquiries only.",
Main Barista wanted in CBD,Our CBD cafe,NSW,NSW,hospitality,full_time,,"Our CBD cafe is seeking an experienced full-time barista all-rounder to join our team, weekdays only, from 6am until 2pm.
Ideal applicants will be:
* Ability to work in a fast-paced café while maintaining consistent coffee.
* At least 2 years of barista experience
* Can handle at least 2-3 kg by yourself
* All-arounder required when coffee is not busy
Email: thomasvu080812@gmail.com or text on 0422633278
with your resume, availability, and visa status.",
Container Unloaders / Warehouse Labourers Banksmeadow,Employer (see description),NSW,Eastern Creek,retail,casual,$33 – $36 per hour,"Warehouse Labourers / Container Unloaders – Immediate Start (Banksmeadow)
We are currently looking for reliable warehouse labourers to assist with container unloading at our Banksmeadow site.
3PC is a supplier of choice for container unpacking services across Australia, supporting major distribution centres and warehouse operations.
We currently operate across multiple locations including Eastern Creek, Blacktown, Campbelltown and Banksmeadow, with ongoing work opportunities for reliable workers.
Role includes:
• Unloading shipping containers
• Palletising cartons and products
• General warehouse duties
• Working as part of a team in a fast-paced warehouse environment
Location
Banksmeadow NSW
Pay Rate
$33 – $36 per hour TFN (Fix rates)
Requirements
• Physically fit and reliable
• Able to safely lift cartons
• Warehouse experience preferred but not essential
• Positive attitude and good teamwork
What we offer
• Immediate start
• Ongoing work opportunities
• Potential to work across multiple Sydney sites
• Supportive team environment
Students and Working Holiday Visa holders are welcome to apply.
If interested, please send your name, location and work experience.
📞 Phone: 0459658339
📧 Email: recruitnsw@3pc.com.au
Contact Us | 3rd Party Containers Australia",
"Irrigation Hand - Hillston, NSW",Employer (see description),NSW,NSW,farm,casual,$30.35 per hour,"The Role
We are seeking a skilled and reliable Irrigation Hand to join our client's almond farm in Hillston, NSW. Working outdoors as part of the irrigation team, you'll play a key role in installing, maintaining, and repairing irrigation systems to keep crops thriving. This is a practical, hands-on role suited to someone who enjoys physical work, problem-solving, and contributing to a supportive farm team environment.
Key Responsibilities
In this role, you will help ensure efficient water management and smooth irrigation operations across the farm, including:
Assisting with installation and maintenance of irrigation systems (sprinklers, piping, valves, timers)
Conducting headland checks and driving a mule for field inspections
Performing routine maintenance and troubleshooting issues with irrigation equipment
Mixing and applying fertilisers through irrigation systems
Supporting repairs and adjustments to maintain optimal water coverage and efficiency
Maintaining accurate records and following Quality, Health, Safety and Environment systems
Benefits
$30.35 per hour plus penalty rates
Approx. 3 months of work with consistent hours
30-40 hours per week, with potential for up to 6 days per week
Work outdoors in a team-focused farm environment
Chance to develop further skills in irrigation and agricultural systems
Your Skills & Experience
We are looking for candidates who are reliable, safety-conscious, and able to adapt to varied farm tasks. Desired but not essential skills include:
Qualifications and/or experience in irrigation or open space management
Ability to read farm maps and follow work plans
Clear commitment to workplace safety and quality systems
Knowledge of irrigation systems (sprinkler, drip, etc.) and water management principles
Experience operating relevant tools or machinery (preferred but not essential)
Strong problem-solving skills and attention to detail
Job Application Form
https://www.agrilabour.com.au/candidates/current-positions/irrigation-hand-hillston-nsw-bbbh28588/application-form/19993/",https://www.agrilabour.com.au/candidates/current-positions/irrigation-hand-hillston-nsw-bbbh28588/application-form/19993/
Labour and render required,Employer (see description),NSW,NSW,other,casual,,"Required labour or tradesman for render
You can be picked from Fairfield station if you don’t drive .
Students and back packers are welcome .
Must be hard working and reliable .
The quicker you learn payment goes up as you learn .
Payment every Saturday cash or abn $$$$
Please text George to start tommarrow 0469828265",
Kitchen hand/dishwasher in Hurstville,Employer (see description),NSW,NSW,hospitality,casual,,"🚨 URGENT HIRING – Weekday Night Kitchen Hand / Dishwasher (Hurstville)
NO CASH / TAX ONLY
Monday – Friday
5:00 PM – Close
📍 Location: Hurstville
Please SMS ONLY: 0430 998 188
When contacting, please include:
• Name
• Visa status
• Suburb you live in
• Experience (Yes/No)
Only shortlisted candidates will be contacted.
Immediate start!
Thank you! 🙏😊",
Orange pickers needed asap,Employer (see description),NSW,Orange,farm,casual,,"Pickers needed asap
Oranges for juice
Paid per bin
3-4 weeks work
Start now
MUST HAVE EXPERIENCE
Farm location - Leeton, NSW
Only apply through Gumtree
https://www.gumtree.com.au/web/listing/other/1340939564",https://www.gumtree.com.au/web/listing/other/1340939564
"Cotton Warehouse Loader Operator - Whitton, NSW",Employer (see description),NSW,NSW,retail,casual,,"The Role
We are seeking an experienced Loader Operator to join a busy cotton warehouse operation in Whitton, NSW. This is a hands-on role working in a fast-paced warehouse environment where you'll operate loaders and machinery to move cotton and seed while assisting with general site operations. The team works around the clock during peak season, so flexibility and reliability are essential.
Key Responsibilities
This role supports the safe and efficient movement of cotton and materials within the warehouse while assisting with general operational tasks.
Operate loader machinery to move cotton bales and seed
Monitor equipment using gauges and operational systems
Conduct daily pre-start checks and basic machine inspections
Ensure goods are stored correctly according to warehouse requirements
Maintain site cleanliness and safe working conditions
The ability to clearly communicate operational updates to the Site Manager and team via two way radio
Moon buggy relief driving
Benefits
Hourly rate of $33.91 + Shift loading
Approximately 12 weeks
Rotating shift roster with approximately 38-60 hours per week depending on operational needs
Work within a structured cotton warehouse environment
On-site accommodation option is available
This is a casual position paid under the Cotton Ginning Award. The casual hourly rate will apply during the off-season, with the applicable seasonal rate applying once the ginning season begins, in accordance with the Award.
Your Skills & Experience
To succeed in this role, you will be physically capable, reliable, and confident operating machinery in a warehouse or agricultural environment.
Proven experience operating loader or heavy machinery
Forklift licence preferred
Ability to work in physically demanding environments, including heat and outdoor conditions
Willingness to work flexible hours, weekends, and overtime during peak periods
Strong focus on workplace safety and equipment checks
Reliable, punctual, and able to work effectively in a team
Ability to pass pre-employment medical testing including drug & alcohol screening
Own reliable transport to travel to the worksite
Application Form
https://www.agrilabour.com.au/candidates/current-positions/cotton-warehouse-loader-operator-whitton-nsw-bbbh29114/application-form/20022/",https://www.agrilabour.com.au/candidates/current-positions/cotton-warehouse-loader-operator-whitton-nsw-bbbh29114/application-form/20022/
gardening job,Employer (see description),NSW,NSW,farm,casual,,"We're looking for a reliable and hardworking gardener to join our team in Bellevue Hill.
You must have experience using power tools and be confident with hedging, mowing, pruning and all aspects of maintaining and keeping gardens looking their best.
We need someone who is always on time, takes pride in their work, enjoys working outdoors, and is physically fit and happy to work in the sunshine.
If you love creating and maintaining beautiful gardens and have a great attitude love to hear from you.
Please call Danica on 0417 263181",
Casual waitress wanted,Employer (see description),NSW,NSW,hospitality,casual,,"Looking for a experienced waitress to work in a busy restaurant in the corrimal area. Night work only. Must be available from Tuesday through to Saturday night if required. Must be experienced and reliable, be down to earth and a team player. We are looking for someone long term not short term. Please forward resumes to samsublime7@gmail.com
Thankyou",
"Labourer, Rural Contracting",Employer (see description),NSW,NSW,farm,full_time,,"Copper Creek Contracting provides farm infrastructure services to high performing farmers, landowners and businesses in Central West NSW. We specialise in fencing, stockyards construction and rural infrastructure projects with the aim of ensuring every client is a return and referring client.
The position
Continued growth and increased work load has opened a position for a Labourer (casual) within our team. Our Labourer (casual) will:
Assist in the completion of fencing, stockyards construction and rural infrastructure projects to specifications and appropriate industry standards.
Assist in the preparation, use and maintenance of vehicles, equipment and tooling.
Undertake general labouring duties as required.
Work side by side with our trade qualified Team Leaders to deliver projects
This is a casual position with full time hours offered and the potential for ongoing and permanent work for the right candidate.
With a number of upcoming projects throughout the Central West and neighbouring regions, you must be willing and able to travel for work. (All travel, accommodation and meals are provided when travelling for work).
Our culture
At the core of our team are mutual respect, continuous improvement and shared values. We work together with a can-do attitude to deliver our best each day. We are flexible in our approach and adaptable to the needs of our team-mates and clients. We are each valued, supported and encouraged to become our best selves.
We set ourselves up to have a great day, every day.
We offer above award wages, flexible working conditions, training and a supportive environment with future growth opportunities.
What our team say about working with us:
""I have genuinely appreciated the opportunities for growth and the support provided to me during my time here""
""Working with such a dedicated team has been both professionally and personally rewarding""
To learn more about our team and what we do check out our Facebook and Instagram accounts: Copper Creek Contracting
About you
With experience or an interest in agriculture, construction or metal fabrication (or all!) you will be looking for your next challenge or opportunity. You will thrive on variety and have a can-do attitude. You will be aiming to develop your skills and knowledge across a variety of projects, tasks and skillsets and will work proactively and positively with our team and clients.
You will be well presented with sober habits and be looking for a long term career in the agriculture or construction industries.
Selection criteria
Essential:
Ability to work as an effective team member.
Ability to prioritise work and complete tasks in a timely manner.
Effective communication and interpersonal skills.
Practical skills using hand and power tools.
Fit to work outside and undertake manual tasks.
Willingness to learn and take direction. Ability to learn new skills and undertake formal and informal training.
Clean and sober habits.
Current and valid NSW Drivers Licence (Manual P1 Licence as a minimum) and own reliable transport.
Willing and able to travel for work.
Highly desirable:
Experience and skills, or interest, in any of the following areas:
Fencing
Concreting
Machinery and vehicle operation
Roofing
Carpentry or construction
Previous experience in an agricultural, construction or metal fabrication environment highly regarded.
Immediate start available for the right candidate.
To discuss this position please contact Jess on 0403 496 549.
This position is NOT suitable for individuals not currently located in Australia. Please note, we do not have accommodation for local work.
Employer questions
Your application will include the following questions:
How many years' experience do you have as a Labourer?
Which of the following statements best describes your right to work in Australia?
Do you own or have regular access to a car?
Are you willing to undergo pre-employment drug and alcohol screening?
Do you hold a Construction Induction Safety certificate (White Card)?
Are you available to travel for this role when required?
Are you willing to undergo a pre-employment medical check?
Do you have a current Australian driver's licence?",
Kitchen All-Runder required,Employer (see description),NSW,Sydney,farm,full_time,,"We are seeking an experienced kitchen all-rounder for our busy cafe in Sydney CBD who can start immediately and who is passionate about cooking. 2-3 minutes walk from Town Hall train station. Previous cooking experience is must.
This is a daytime roll (Between 6:45 am to 3:45 pm) approximately 30-40 hours a week, Monday to Friday, no weekends, no nights.
Key Responsibilities:
Must be able to cook breakfast items.
Knowledge of burgers, wraps, bowls are preferable.
General cleaning duties include taking rubbish bins out, mopping the floors and washing
Must be able to do day to day cooking
Opening and Closing responsibilities
Must be able to speak and understand English, be reliable and punctual
Must be able to work in a fast paced environment
Can work well and stay calm under pressure
Pls msg or email your experience ASAP to 0422754021 or bingekitchenjobs@gmail.com.
New South Wales (NSW)
Ouvert
Explore the Latest Job opportunities now! Including hospitality, catering, agriculture, construction, and customer service roles. Sydney, the state's capital, is a major tourist hub providing numerous work options, while rural areas and growing industries also present seasonal and permanent positions.
85 followers
Conditions Générales de Vente
Politique de confidentialité",
Perth Opportunity,everyone! Perth opportunity! We,WA,Perth,other,casual,,"Hi everyone! Perth opportunity! We are looking for someone to assist at a conference registration desk on Sunday 12 April and Monday 13 April, we will be at Crown in Perth. Pretty standard tasks - handing out nametags / satchels, assisting delegate enquiries, general assistance to the team. Must have an ABN, please send through your details to info@theconferencemanager.com.au",
"Tractor Operators – Broadacre Cropping | Dongara Region, WA",Employer (see description),WA,Perth,farm,casual,,"Tractor Operators – Broadacre Cropping | Dongara Region, WA
The Company
Our client is a leading Australian agribusiness operating large-scale mixed cropping farms across multiple states. Their primary focus is the production of wheat, barley and canola using modern equipment and precision farming systems.
The Role
We are currently seeking experienced Tractor and Machinery Operators to join the team for the upcoming seeding program based near Dongara, Western Australia (north of Perth).
These positions suit operators with solid broadacre cropping or row-crop farming experience who are confident working with modern GPS-guided machinery in a large-scale farming environment.
Key Responsibilities
Operating a range of cropping machinery including:
• Air seeders
• Variable rate spreaders
• Tractor and rolling operations (40ft rollers)
• Self-propelled boom sprayers
• Post-season cleaning and maintenance of seeding equipment
• General farm duties including machinery servicing, property maintenance and light earthworks
Requirements
To be considered you should have:
• Previous experience operating machinery in a broadacre cropping environment
• Familiarity with GPS guidance systems and precision agriculture equipment
• Mechanical aptitude and the ability to carry out routine servicing and maintenance
• A strong work ethic and ability to work within a team during busy seasonal operations
Additional Information
• Immediate start available
• Multiple positions available (4 roles)
• Based in the Dongara region, Western Australia
How to Apply
You can email your CV to:
admin@staff360.com.au",
Labourer/s Wanted,Shepheard Vacuum Truck Services,WA,Margaret River,construction,casual,,"Margaret River wa
Labourer/s wanted - immediate start!
For local Vacuum truck business (Shepheard Vacuum Truck Services)
Must have a white card, be able to pass a drug & alcohol test, as well as complete a short online induction. Willing to work out of town/overnight stay (accomodation paid for)
Please get in touch ASAP 0448795585",
We're Hiring!,Employer (see description),WA,Margaret River,hospitality,full_time,,"Elliott Margaret River
We’re hiring!
Come and join us at Cullen wines as we take gusted through a carefully curated menu to pair with their beautiful wines
Using produce from the biodynamic garden and our local area only, this is a fantastic opportunity to learn and create with an ever changing menu.
We’re on the hunt for
Experienced FOH
Chef de partie
Kitchen hand
This is lunch service only Wednesday-Sunday
All roles have full time hours available. Great training program in both kitchen and front of house.
Resumes please send to.
elliottsmargaretriver@gmail.com",
Olive Harvest Workers,Employer (see description),WA,WA,farm,casual,,"We are looking for workers for our 2026 olive harvest commencing after Easter. Positions available, olive harvester drivers, tractor drivers, processing plant operators, general workers.
Plenty of hours and hourly pay rates. Accommodation is available on farm.
Yes, this is considered a regional area.
Please send your resumes to jeremy@froc.com.au",
Shed hand / labourer,WA Recycling,WA,WA,construction,full_time,,"WA Recycling are looking for a full-time shed hand / labourer to join our friendly team.
WA Recycling is a family-owned and operated business, we are commercial and demolition recyclers located in Hazelmere.
· This role is 5 days a week
· On-the-job training provided
· Manual work involving shovelling, picking from a moving conveyor belt
· Opportunity for the right candidate to obtain machines ticket
· Must be well and be fit for work
· Construction Industry (White) Card
· Driver’s License
· Able to provide recent work references
· Police clearance
· Must comply with all Health and Safety and Environmental requirements.
To Apply: email with your CV and references to fiona@warecycling.com.au
For more information on WA Recycling, please visit www.warecycling.com.au",
Farm Hand,"Farm Hand
Farm Hand",WA,WA,farm,casual,,"Farm Hand – Farm Operations Department
We are looking for a reliable and hardworking Farm Hand to assist within our Farm Operations Department.
Duties may include:
Driving tractors and operating farm machinery
Using power tools and equipment
Gardening and general farm maintenance
Overseeing small teams when required
Completing a variety of physical and hands-on tasks
Requirements:
Ability to work in all weather conditions
Physically fit and capable of manual work
Efficient with strong attention to quality
Good work ethic and willingness to help where needed
Applicants must have experience in at least one of the following:
Minimum 1 year tractor driving experience
Minimum 1 year experience using power tools
Current forklift license / ticket
This is a hands-on role suited to someone who enjoys outdoor work and being part of a practical, fast-paced farm environment.
If you would like to apply please send your resume to jobs@farmworkwa.com.au
We will contact you from there.",
Experienced Farm hand,Experienced Farm hand,WA,WA,farm,full_time,,"🌿 Join the Team at Avon Valley Olive Grove – Senior Farm Hand Wanted
📍 Location: Beverley, Western Australia
🕒 Employment Type: Full-time Casual
🚜 Start Date: Immediate Start
💰 Salary: Competitive, based on experience
About Us:
Avon Valley Olive Grove is part of one of largest Western Australia’s premier olive-growing operations, located between Brookton and Beverley. With over 500,000 olive trees, we produce high-quality extra virgin olive oils. We’re passionate about sustainable farming and excellence in every step from tree to table.
About the Role:
We’re seeking a reliable and experienced Senior Farm Hand to support our orchard operations. This is a hands-on role ideal for someone mechanically minded, with a strong background in orchard maintenance and irrigation systems.
Key Responsibilities:
Operate and maintain farm machinery including tractors and harvesters.
Maintain and troubleshoot drip irrigation systems.
Lead and support junior staff and casual workers during busy periods.
Requirements:
Experience in orchard maintenance and general farm operations.
Mechanically minded with the ability to troubleshoot and maintain equipment.
Hands-on experience with drip irrigation systems.
Physically fit and comfortable working outdoors in all conditions.
Strong communication and leadership skills.
Valid driver’s license (essential); machinery tickets (preferred).
Benefits:
Competitive pay with potential for overtime.
Supportive and friendly team environment.
Opportunities for growth and development.
Accommodation may be available.
How to Apply:
Send your resume and a brief cover letter to [mib@dkolives.com.au]. Applications are being reviewed immediately, so don’t wait!",
Energetic Farm Worker Wanted,Karridale,WA,WA,farm,casual,,"WE are looking for an energetic, reliable worker to carry out feeding of cattle, fencing and general farm maintenance on our property at Karridale. You must had some experience with cattle, able to follow instructions, be energetic and pay attention to detail. Own accommodation preferred, some facilities provided. Please contact Julie if available. 0408958531",
Seeding Position,Wilgie Farms,WA,Perth,farm,full_time,,"Job Opportunity at Wilgie Farms -
Seeding Position (Dalwallinu WA)
Wilgie Farms is seeking a motivated and enthusiastic individual to join our team for a casual seeding position, which could lead to full-time work for the right candidate. If you enjoy the farming lifestyle and have experience in cropping, this could be a great opportunity!
Key Responsibilities:
* Seeding and Spraying Operations: Ensure safe chemical handling practices and maintain crop safety during seeding and spraying operations.
* Shift Work: Seeding operations will be performed on a 12-hour shift schedule (6:00 AM - 6:00 PM for day shift, 6:00 PM - 6:00 AM for night shift). Work will be required 6 days a week, with the option to work 7 days.
* Farm Maintenance: Perform regular maintenance tasks on farm equipment and facilities to ensure operational efficiency.
* Additional Farm Duties: Assist with other farm-related tasks as needed.
Requirements:
* A solid understanding of cropping operations is essential.
* While mechanical skills are beneficial
* Ability to work both independently and as part of a team.
* Strong organizational skills and a keen eye for detail.
* Practical, common-sense approach to troubleshooting and resolving issues.
Additional Benefits:
* Competitive Hourly Rate
* Accommodation provided, along with a work vehicle.
* Family housing or shared quarters for single workers, with newly built accommodations for incoming employees.
* Location: Situated near Dalwallinu, WA, just 2.5 hours north of Perth.
* Education Facilities: Nearby primary and high schools, with a bus service to the front gate for children.
Requirements:
* Manual ‘C’ class driver's license is a must
To apply, please send your resume or CV to shanesuthy00@gmail.com or contact Shane directly at 0499 620 501",
Seeding Operator / Farmhand,Employer (see description),WA,Perth,farm,casual,,"We are a family-owned 100% cropping farm, located in Dalwallinu, 2.5 hours north of Perth. We are seeking a casual employee to assist us with seeding for the 2026 season. Role includes operating John Deere tractor and DBS bar, plus general farm duties.
Requirements:
• Previous tractor experience
• Speak fluent English
• Be physically fit
• Position is for one person only
Additional Details:
• Fully furnished, free on farm accommodation provided, plus evening meals.
• Period of work: early April until mid June
• Competitive pay rate depending on experience.
Please email your resume to dk.pipe389@gmail.com",
Seeding worker/farm hand,Employer (see description),WA,WA,farm,casual,,"Farm hand job for seeding season.
Work will include getting machinery ready for seeding. Driving a John Deere 9520 pulling an airseeder for seeding. Will also be some fencing and sheep work.
Accomodation is provided
Hourly rate is a flat $36 an hour
Any more question feel free to call Kevin on 0429 008 123",
Brickies and labourers,Employer (see description),WA,Perth,other,casual,,Looking for bricklayers and labourers for commercial projects and residential works. Works in Scarborough and around Perth metro area. Money based on experienced and capability. Please call Ryan on 0412189950.,
"Farmwork, landscaping and house renovation on mixed farming property.",Employer (see description),WA,WA,farm,casual,,"Hi, I have about a months work (qualifies for 88 days) for two people about 40hrs per week. A combination of general farm duties, landscaping, house renovation and gardening plus general labouring. Entry level work. You need to be fit and used to manual labour, and able to work safely with tools and small motorised equipment. Basic accomadation included but you provide all your own groceries etc and look after yourself. Based in the South West of Western Australia. Strong relavent References would be strongly regarded. Please send applications through gumtree. https://www.gumtree.com.au/web/listing/agronomy-farm-services/1341096993",https://www.gumtree.com.au/web/listing/agronomy-farm-services/1341096993
Seasonal Nursery Staff,Form Forests and Environment,WA,Albany,farm,casual,,"Form Forests and Environment is currently seeking seasonal nursery staff for our Albany plant nursery.
Successful applicants will be available 40 hours per week (Mon to Fri), friendly and fast working.
We offer excellent conditions, and a comfortable indoor work environment.
Roles qualify for 88 day farm work, and are available for immediate start.
Applicants are required to have their own accommodation.
Please email resumes to darryl@formforests.com.au
Www.formforests.com.au",
